,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,YEARS_EMPLOYED,YEARS_ALIVE,ON_TIME_RATE,ON_TIME,Higher education,Secondary / secondary special,Incomplete higher,Lower secondary,Academic degree
690888,5137279,1,0,0,270000,0,0,0,1,3.47,23.76,12.5,0,0.0,0.0,1.0,0.0,0.0
690904,5137280,0,0,0,405000,0,1,0,2,0.55,37.51,77.41935483870968,1,0.0,1.0,0.0,0.0,0.0
690935,5137281,0,0,0,405000,0,1,0,2,0.55,37.51,100.0,1,0.0,1.0,0.0,0.0,0.0
690966,5137284,0,0,0,405000,0,1,0,2,0.55,37.51,78.78787878787878,1,0.0,1.0,0.0,0.0,0.0
690999,5137285,0,0,0,405000,0,1,0,2,0.55,37.51,100.0,1,0.0,1.0,0.0,0.0,0.0
691039,5137286,0,0,0,405000,0,1,0,2,0.55,37.51,100.0,1,0.0,1.0,0.0,0.0,0.0
691065,5137287,0,0,0,405000,0,1,0,2,0.55,37.51,100.0,1,0.0,1.0,0.0,0.0,0.0
691119,5137288,0,0,0,405000,0,1,0,2,0.55,37.51,100.0,1,0.0,1.0,0.0,0.0,0.0
691150,5137289,1,0,1,225000,1,1,0,3,19.89,41.76,93.10344827586206,1,0.0,0.0,0.0,0.0,1.0
691179,5137290,1,0,1,225000,1,1,0,3,19.89,41.76,46.15384615384615,0,0.0,0.0,0.0,0.0,1.0
691205,5137292,1,0,1,225000,1,1,0,3,19.89,41.76,36.666666666666664,0,0.0,0.0,0.0,0.0,1.0
691235,5137293,1,0,1,225000,1,1,0,3,19.89,41.76,69.23076923076923,0,0.0,0.0,0.0,0.0,1.0
691248,5137294,1,0,1,225000,1,1,0,3,19.89,41.76,51.724137931034484,0,0.0,0.0,0.0,0.0,1.0
691277,5137296,1,0,1,225000,1,1,0,3,19.89,41.76,100.0,1,0.0,0.0,0.0,0.0,1.0
691302,5137297,1,0,1,225000,1,1,0,3,19.89,41.76,69.23076923076923,0,0.0,0.0,0.0,0.0,1.0
691315,5137298,1,0,1,225000,1,1,0,3,19.89,41.76,69.23076923076923,0,0.0,0.0,0.0,0.0,1.0
691328,5137299,1,0,1,225000,1,1,0,3,19.89,41.76,69.23076923076923,0,0.0,0.0,0.0,0.0,1.0
691341,5137300,1,0,2,157500,0,1,0,3,3.72,37.02,85.18518518518519,1,0.0,1.0,0.0,0.0,0.0
691368,5137301,1,0,2,157500,0,1,0,3,3.72,37.02,31.57894736842105,0,0.0,1.0,0.0,0.0,0.0
691387,5137302,1,0,2,157500,0,1,0,3,3.72,37.02,100.0,1,0.0,1.0,0.0,0.0,0.0
691433,5137303,1,0,2,157500,0,1,0,3,3.72,37.02,31.818181818181817,0,0.0,1.0,0.0,0.0,0.0
691455,5137305,1,0,2,157500,0,1,0,3,3.72,37.02,7.142857142857142,0,0.0,1.0,0.0,0.0,0.0
691469,5137306,1,0,2,157500,0,1,0,3,3.72,37.02,92.45283018867924,1,0.0,1.0,0.0,0.0,0.0
691522,5137309,1,0,2,157500,0,1,0,3,3.72,37.02,100.0,1,0.0,1.0,0.0,0.0,0.0
691568,5137310,1,0,2,157500,0,1,0,3,3.72,37.02,90.56603773584906,1,0.0,1.0,0.0,0.0,0.0
691621,5137311,1,0,2,157500,0,1,0,3,3.72,37.02,100.0,1,0.0,1.0,0.0,0.0,0.0
691643,5137312,1,0,2,157500,0,1,0,3,3.72,37.02,100.0,1,0.0,1.0,0.0,0.0,0.0
691656,5137313,0,0,1,135000,1,0,0,3,2.8,25.9,50.0,0,0.0,1.0,0.0,0.0,0.0
691684,5137314,0,0,1,135000,1,0,0,3,2.8,25.9,39.130434782608695,0,0.0,1.0,0.0,0.0,0.0
691707,5137315,0,0,1,135000,1,0,0,3,2.8,25.9,80.0,1,0.0,1.0,0.0,0.0,0.0
691727,5137316,0,0,1,135000,1,0,0,3,2.8,25.9,83.33333333333334,1,0.0,1.0,0.0,0.0,0.0
691751,5137317,0,0,1,135000,1,0,0,3,2.8,25.9,83.33333333333334,1,0.0,1.0,0.0,0.0,0.0
691775,5137318,0,0,0,135000,1,0,0,2,2.8,36.38,25.0,0,0.0,0.0,0.0,0.0,1.0
691787,5137319,0,0,0,135000,1,0,0,2,2.8,36.38,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
691793,5137320,0,0,0,135000,1,0,0,2,2.8,36.38,8.333333333333332,0,0.0,0.0,0.0,0.0,1.0
691805,5137321,0,0,0,139500,0,0,0,2,1.96,25.22,92.85714285714286,1,0.0,0.0,0.0,0.0,1.0
691847,5137322,0,0,0,36900,0,0,0,2,0.0,61.87,85.71428571428571,1,0.0,1.0,0.0,0.0,0.0
691889,5137323,0,0,0,36900,0,0,0,2,0.0,61.87,87.75510204081633,1,0.0,1.0,0.0,0.0,0.0
691938,5137325,0,0,0,36900,0,0,0,2,0.0,61.87,76.0,1,0.0,1.0,0.0,0.0,0.0
691963,5137326,0,0,0,36900,0,0,0,2,0.0,61.87,87.75510204081633,1,0.0,1.0,0.0,0.0,0.0
692012,5137327,0,0,0,36900,0,0,0,2,0.0,61.87,87.2340425531915,1,0.0,1.0,0.0,0.0,0.0
692059,5137328,0,0,1,157500,1,1,0,3,7.97,27.64,100.0,1,0.0,0.0,0.0,0.0,1.0
692080,5137329,0,0,1,157500,1,1,0,3,7.97,27.64,52.38095238095239,0,0.0,0.0,0.0,0.0,1.0
692101,5137330,0,0,1,157500,1,1,0,3,7.97,27.64,35.294117647058826,0,0.0,0.0,0.0,0.0,1.0
692118,5137331,0,0,1,157500,1,1,0,3,7.97,27.64,35.294117647058826,0,0.0,0.0,0.0,0.0,1.0
692135,5137332,0,0,1,157500,1,1,0,3,7.97,27.64,35.294117647058826,0,0.0,0.0,0.0,0.0,1.0
692152,5137333,0,0,1,157500,1,1,0,3,7.97,27.64,35.294117647058826,0,0.0,0.0,0.0,0.0,1.0
692169,5137334,0,0,1,157500,1,1,0,3,7.97,27.64,0.0,0,0.0,0.0,0.0,0.0,1.0
692174,5137339,0,0,0,225000,0,0,0,2,3.55,28.99,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
692222,5137342,1,0,0,315000,0,1,0,2,2.21,29.67,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
692234,5137347,0,0,0,126000,1,1,1,2,2.88,27.59,4.761904761904762,0,0.0,1.0,0.0,0.0,0.0
692255,5137348,1,0,0,81000,1,0,0,2,23.56,43.19,4.761904761904762,0,0.0,0.0,0.0,0.0,1.0
692276,5137349,1,0,0,81000,1,0,0,2,23.56,43.19,0.0,0,0.0,0.0,0.0,0.0,1.0
692291,5137353,1,0,2,72000,1,1,0,4,5.96,33.78,100.0,1,0.0,0.0,0.0,0.0,1.0
692332,5137354,1,0,0,135000,1,1,0,2,10.72,47.81,100.0,1,0.0,0.0,0.0,0.0,1.0
692350,5137355,1,0,0,135000,1,1,0,2,10.72,47.81,79.3103448275862,1,0.0,0.0,0.0,0.0,1.0
692379,5137357,1,0,0,135000,1,1,0,2,10.72,47.81,100.0,1,0.0,0.0,0.0,0.0,1.0
692417,5137358,1,0,0,135000,1,1,0,2,10.72,47.81,0.0,0,0.0,0.0,0.0,0.0,1.0
692420,5137359,1,0,0,135000,1,1,0,2,10.72,47.81,89.83050847457628,1,0.0,0.0,0.0,0.0,1.0
692479,5137361,1,0,0,135000,1,1,0,2,10.72,47.81,100.0,1,0.0,0.0,0.0,0.0,1.0
692503,5137362,1,0,0,135000,1,1,0,2,10.72,47.81,100.0,1,0.0,0.0,0.0,0.0,1.0
692517,5137363,1,0,0,135000,1,1,0,2,10.72,47.81,100.0,1,0.0,0.0,0.0,0.0,1.0
692574,5137365,1,0,0,337500,0,1,0,2,2.8,39.67,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
692583,5137366,1,0,0,337500,0,1,0,2,2.8,39.67,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
692589,5137367,1,0,0,337500,0,1,0,2,2.8,39.67,0.0,0,0.0,0.0,0.0,0.0,1.0
692595,5137368,1,0,1,202500,1,0,0,3,0.63,32.18,97.2972972972973,1,0.0,0.0,1.0,0.0,0.0
692632,5137373,1,0,1,202500,1,0,0,3,0.63,32.18,0.0,0,0.0,0.0,1.0,0.0,0.0
692636,5137374,1,0,1,202500,1,0,0,3,0.63,32.18,87.5,1,0.0,0.0,1.0,0.0,0.0
692676,5137375,1,0,1,202500,1,0,0,3,0.63,32.18,0.0,0,0.0,0.0,1.0,0.0,0.0
692679,5137376,1,0,1,202500,1,0,0,3,0.63,32.18,0.0,0,0.0,0.0,1.0,0.0,0.0
692683,5137377,1,0,1,202500,1,0,0,3,0.63,32.18,89.13043478260869,1,0.0,0.0,1.0,0.0,0.0
692729,5137378,1,0,1,202500,1,0,0,3,0.63,32.18,100.0,1,0.0,0.0,1.0,0.0,0.0
692731,5137379,1,0,1,202500,1,0,0,3,0.63,32.18,100.0,1,0.0,0.0,1.0,0.0,0.0
692734,5137381,0,0,0,112500,0,1,0,2,0.0,63.76,59.09090909090909,0,0.0,0.0,0.0,0.0,1.0
692756,5137382,0,0,0,112500,0,1,0,2,0.0,63.76,64.28571428571429,0,0.0,0.0,0.0,0.0,1.0
692770,5137383,0,0,0,112500,0,1,0,2,0.0,63.76,67.85714285714286,0,0.0,0.0,0.0,0.0,1.0
692798,5137384,0,0,0,112500,0,1,0,2,0.0,63.76,46.15384615384615,0,0.0,0.0,0.0,0.0,1.0
692811,5137385,0,0,0,112500,0,1,0,2,0.0,63.76,60.0,0,0.0,0.0,0.0,0.0,1.0
692816,5137387,0,0,0,112500,0,1,0,2,0.0,63.76,96.66666666666667,1,0.0,0.0,0.0,0.0,1.0
692846,5137388,0,0,1,180000,1,0,0,3,6.8,29.97,100.0,1,0.0,0.0,0.0,1.0,0.0
692869,5137389,0,0,1,180000,1,0,0,3,6.8,29.97,100.0,1,0.0,0.0,0.0,1.0,0.0
692892,5137390,0,0,1,180000,1,0,0,3,6.8,29.97,86.95652173913044,1,0.0,0.0,0.0,1.0,0.0
692915,5137391,0,0,1,180000,1,0,0,3,6.8,29.97,68.96551724137932,0,0.0,0.0,0.0,1.0,0.0
692944,5137392,0,0,1,180000,1,0,0,3,6.8,29.97,62.06896551724138,0,0.0,0.0,0.0,1.0,0.0
692973,5137393,0,0,1,180000,1,0,0,3,6.8,29.97,95.23809523809523,1,0.0,0.0,0.0,1.0,0.0
692994,5137394,0,0,1,180000,1,0,0,3,6.8,29.97,68.96551724137932,0,0.0,0.0,0.0,1.0,0.0
693023,5137395,0,0,1,180000,1,0,0,3,6.8,29.97,88.88888888888889,1,0.0,0.0,0.0,1.0,0.0
693050,5137396,0,0,1,180000,1,0,0,3,6.8,29.97,100.0,1,0.0,0.0,0.0,1.0,0.0
693073,5137397,0,0,1,180000,1,0,0,3,6.8,29.97,100.0,1,0.0,0.0,0.0,1.0,0.0
693098,5137398,0,0,1,180000,1,0,0,3,6.8,29.97,57.14285714285714,0,0.0,0.0,0.0,1.0,0.0
693119,5137399,0,0,0,157500,0,0,0,1,8.22,47.22,57.14285714285714,0,0.0,1.0,0.0,0.0,0.0
693133,5137401,0,0,0,157500,0,0,0,1,8.22,47.22,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
693151,5137402,0,0,0,157500,0,0,0,1,8.22,47.22,96.0,1,0.0,1.0,0.0,0.0,0.0
693176,5137403,0,0,0,157500,0,0,0,1,8.22,47.22,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
693194,5137404,0,0,0,157500,0,0,0,1,8.22,47.22,85.18518518518519,1,0.0,1.0,0.0,0.0,0.0
693221,5137405,0,0,0,157500,0,0,0,1,8.22,47.22,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
693239,5137406,0,0,0,157500,0,0,0,1,8.22,47.22,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
693257,5137407,0,0,0,157500,0,0,0,1,8.22,47.22,28.57142857142857,0,0.0,1.0,0.0,0.0,0.0
693271,5137408,1,0,0,225000,1,1,0,1,2.8,55.34,26.666666666666668,0,0.0,1.0,0.0,0.0,0.0
693316,5137409,1,0,0,225000,1,1,0,1,2.8,55.34,25.0,0,0.0,1.0,0.0,0.0,0.0
693332,5137410,1,0,0,225000,1,1,0,1,2.8,55.34,50.0,0,0.0,1.0,0.0,0.0,0.0
693334,5137411,1,0,0,225000,1,1,0,1,2.8,55.34,20.0,0,0.0,1.0,0.0,0.0,0.0
693349,5137412,1,0,0,225000,1,1,0,1,2.8,55.34,13.333333333333334,0,0.0,1.0,0.0,0.0,0.0
693364,5137413,0,0,0,103500,0,1,0,1,0.0,64.22,68.75,0,0.0,0.0,0.0,0.0,1.0
693380,5137414,0,0,0,103500,0,1,0,1,0.0,64.22,68.75,0,0.0,0.0,0.0,0.0,1.0
693396,5137415,0,0,0,103500,0,1,0,1,0.0,64.22,65.51724137931035,0,0.0,0.0,0.0,0.0,1.0
693425,5137416,0,0,0,103500,0,1,0,1,0.0,64.22,69.6969696969697,0,0.0,0.0,0.0,0.0,1.0
693458,5137417,0,0,0,103500,0,1,0,1,0.0,64.22,37.5,0,0.0,0.0,0.0,0.0,1.0
693474,5137418,0,0,0,103500,0,1,0,1,0.0,64.22,28.57142857142857,0,0.0,0.0,0.0,0.0,1.0
693481,5137420,1,0,1,157500,1,1,0,3,5.22,30.93,50.0,0,0.0,0.0,0.0,0.0,1.0
693499,5137421,1,0,1,157500,1,1,0,3,5.22,30.93,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
693517,5137422,1,0,1,157500,1,1,0,3,5.22,30.93,50.0,0,0.0,0.0,0.0,0.0,1.0
693535,5137425,1,0,1,157500,1,1,0,3,5.22,30.93,40.0,0,0.0,0.0,0.0,0.0,1.0
693545,5137426,1,0,1,157500,1,1,0,3,5.22,30.93,85.0,1,0.0,0.0,0.0,0.0,1.0
693565,5137427,0,0,0,135000,0,0,0,2,5.72,40.76,23.076923076923077,0,0.0,0.0,0.0,0.0,1.0
693578,5137428,0,0,0,135000,0,0,0,2,5.72,40.76,78.26086956521739,1,0.0,0.0,0.0,0.0,1.0
693624,5137429,0,0,0,135000,0,0,0,2,5.72,40.76,75.60975609756098,1,0.0,0.0,0.0,0.0,1.0
693665,5137430,0,0,0,135000,0,0,0,2,5.72,40.76,78.26086956521739,1,0.0,0.0,0.0,0.0,1.0
693711,5137431,0,0,0,135000,0,0,0,2,5.72,40.76,72.97297297297297,0,0.0,0.0,0.0,0.0,1.0
693748,5137432,0,0,0,135000,0,0,0,2,5.72,40.76,75.60975609756098,1,0.0,0.0,0.0,0.0,1.0
693789,5137433,0,0,0,135000,0,0,0,2,5.72,40.76,2.7027027027027026,0,0.0,0.0,0.0,0.0,1.0
693826,5137434,0,0,0,135000,0,0,0,2,5.72,40.76,2.7027027027027026,0,0.0,0.0,0.0,0.0,1.0
693863,5137435,0,0,1,157500,1,0,0,3,2.55,33.07,28.57142857142857,0,0.0,1.0,0.0,0.0,0.0
693870,5137436,0,0,1,157500,1,0,0,3,2.55,33.07,0.0,0,0.0,1.0,0.0,0.0,0.0
693890,5137437,0,0,1,157500,1,0,0,3,2.55,33.07,0.0,0,0.0,1.0,0.0,0.0,0.0
693918,5137438,0,0,1,157500,1,0,0,3,2.55,33.07,72.22222222222221,0,0.0,1.0,0.0,0.0,0.0
693936,5137439,0,0,0,225000,0,1,0,2,2.88,25.08,73.68421052631578,0,0.0,0.0,0.0,0.0,1.0
693955,5137440,0,0,0,225000,0,1,0,2,2.88,25.08,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
693962,5137441,0,0,0,225000,0,1,0,2,2.88,25.08,0.0,0,0.0,0.0,0.0,0.0,1.0
693964,5137442,0,0,0,225000,0,1,0,2,2.88,25.08,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
693971,5137444,0,0,0,315000,0,0,0,1,5.3,37.56,61.29032258064516,0,0.0,1.0,0.0,0.0,0.0
694002,5137445,0,0,0,315000,0,0,0,1,5.3,37.56,0.0,0,0.0,1.0,0.0,0.0,0.0
694023,5137448,0,0,0,315000,0,0,0,1,5.3,37.56,0.0,0,0.0,1.0,0.0,0.0,0.0
694035,5137449,0,0,0,315000,0,0,0,1,5.3,37.56,100.0,1,0.0,1.0,0.0,0.0,0.0
694056,5137450,1,0,0,180000,0,0,0,2,3.22,27.32,65.38461538461539,0,0.0,0.0,0.0,0.0,1.0
694082,5137451,1,0,0,180000,0,0,0,2,3.22,27.32,53.84615384615385,0,0.0,0.0,0.0,0.0,1.0
694095,5137453,1,0,2,292500,0,1,0,4,4.72,35.32,96.66666666666667,1,0.0,1.0,0.0,0.0,0.0
694125,5137454,0,0,0,135000,0,0,0,2,0.0,51.04,63.04347826086957,0,0.0,0.0,0.0,0.0,1.0
694171,5137455,0,0,0,135000,0,0,0,2,0.0,51.04,100.0,1,0.0,0.0,0.0,0.0,1.0
694223,5137457,0,0,0,135000,0,0,0,2,0.0,51.04,0.0,0,0.0,0.0,0.0,0.0,1.0
694225,5137459,0,0,0,180000,1,0,0,2,6.72,48.82,81.25,1,0.0,1.0,0.0,0.0,0.0
694257,5137460,0,0,0,180000,1,0,0,2,6.72,48.82,70.37037037037037,0,0.0,1.0,0.0,0.0,0.0
694284,5137461,0,0,0,180000,1,0,0,2,6.72,48.82,88.88888888888889,1,0.0,1.0,0.0,0.0,0.0
694302,5137462,0,0,0,135000,0,0,0,2,2.38,42.46,100.0,1,0.0,0.0,0.0,0.0,1.0
694305,5137463,0,0,0,135000,0,0,0,2,2.38,42.46,100.0,1,0.0,0.0,0.0,0.0,1.0
694308,5137464,0,0,0,135000,0,0,0,2,2.38,42.46,100.0,1,0.0,0.0,0.0,0.0,1.0
694311,5137465,0,0,0,135000,0,0,0,2,2.38,42.46,100.0,1,0.0,0.0,0.0,0.0,1.0
694312,5137467,0,0,0,135000,0,0,0,2,2.38,42.46,100.0,1,0.0,0.0,0.0,0.0,1.0
694315,5137468,0,0,1,157500,0,1,0,3,7.88,37.12,100.0,1,0.0,1.0,0.0,0.0,0.0
694325,5137469,0,0,1,157500,0,1,0,3,7.88,37.12,0.0,0,0.0,1.0,0.0,0.0,0.0
694341,5137470,0,0,1,157500,0,1,0,3,7.88,37.12,30.0,0,0.0,1.0,0.0,0.0,0.0
694351,5137471,0,0,1,157500,0,1,0,3,7.88,37.12,100.0,1,0.0,1.0,0.0,0.0,0.0
694360,5137472,0,0,1,157500,0,1,0,3,7.88,37.12,100.0,1,0.0,1.0,0.0,0.0,0.0
694369,5137473,0,0,1,157500,0,1,0,3,7.88,37.12,0.0,0,0.0,1.0,0.0,0.0,0.0
694399,5137474,0,0,1,157500,0,1,0,3,7.88,37.12,0.0,0,0.0,1.0,0.0,0.0,0.0
694412,5137475,0,0,1,157500,0,1,0,3,7.88,37.12,100.0,1,0.0,1.0,0.0,0.0,0.0
694425,5137477,0,0,1,157500,0,1,0,3,7.88,37.12,92.5,1,0.0,1.0,0.0,0.0,0.0
694465,5137478,0,0,1,157500,0,1,0,3,7.88,37.12,41.66666666666667,0,0.0,1.0,0.0,0.0,0.0
694477,5137479,0,0,1,157500,0,1,0,3,7.88,37.12,84.0,1,0.0,1.0,0.0,0.0,0.0
694502,5137480,0,0,1,157500,0,1,0,3,7.88,37.12,0.0,0,0.0,1.0,0.0,0.0,0.0
694518,5137481,0,0,1,157500,0,1,0,3,7.88,37.12,97.2972972972973,1,0.0,1.0,0.0,0.0,0.0
694555,5137482,0,0,1,157500,0,1,0,3,7.88,37.12,100.0,1,0.0,1.0,0.0,0.0,0.0
694564,5137483,1,0,0,360000,1,0,0,2,8.47,32.44,33.33333333333333,0,0.0,1.0,0.0,0.0,0.0
694612,5137484,1,0,0,360000,1,0,0,2,8.47,32.44,87.5,1,0.0,1.0,0.0,0.0,0.0
694628,5137485,1,0,0,360000,1,0,0,2,8.47,32.44,82.5,1,0.0,1.0,0.0,0.0,0.0
694668,5137486,1,0,0,360000,1,0,0,2,8.47,32.44,35.8974358974359,0,0.0,1.0,0.0,0.0,0.0
694707,5137487,1,0,0,360000,1,0,0,2,8.47,32.44,84.61538461538461,1,0.0,1.0,0.0,0.0,0.0
694720,5137489,1,0,0,360000,1,0,0,2,8.47,32.44,94.44444444444444,1,0.0,1.0,0.0,0.0,0.0
694756,5137490,1,0,0,360000,1,0,0,2,8.47,32.44,87.5,1,0.0,1.0,0.0,0.0,0.0
694772,5137491,1,0,0,360000,1,0,0,2,8.47,32.44,87.5,1,0.0,1.0,0.0,0.0,0.0
694788,5137492,1,0,0,360000,1,0,0,2,8.47,32.44,76.92307692307693,1,0.0,1.0,0.0,0.0,0.0
694827,5137493,1,0,0,360000,1,0,0,2,8.47,32.44,18.75,0,0.0,1.0,0.0,0.0,0.0
694843,5137494,0,0,1,135000,1,0,0,3,5.3,25.42,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
694861,5137495,1,0,2,135000,1,1,0,4,0.3,30.16,60.60606060606061,0,0.0,0.0,0.0,0.0,1.0
694894,5137497,1,0,2,135000,1,1,0,4,0.3,30.16,67.5,0,0.0,0.0,0.0,0.0,1.0
694934,5137498,1,0,2,135000,1,1,0,4,0.3,30.16,0.0,0,0.0,0.0,0.0,0.0,1.0
694939,5137506,0,0,0,216000,1,1,0,2,4.88,53.65,28.57142857142857,0,0.0,0.0,0.0,0.0,1.0
694946,5137508,1,0,1,225000,1,0,0,3,10.3,34.35,69.56521739130434,0,0.0,1.0,0.0,0.0,0.0
694969,5137509,1,0,1,225000,1,0,0,3,10.3,34.35,0.0,0,0.0,1.0,0.0,0.0,0.0
694973,5137510,1,0,1,225000,1,0,0,3,10.3,34.35,35.8974358974359,0,0.0,1.0,0.0,0.0,0.0
695012,5137511,1,0,0,180000,1,1,0,2,13.97,59.79,21.428571428571427,0,0.0,0.0,0.0,0.0,1.0
695026,5137512,1,0,0,180000,1,1,0,2,13.97,59.79,53.84615384615385,0,0.0,0.0,0.0,0.0,1.0
695039,5137513,0,0,1,135000,1,0,0,3,7.55,27.64,3.4482758620689653,0,0.0,0.0,0.0,0.0,1.0
695068,5137514,0,0,1,135000,1,0,0,3,7.55,27.64,72.97297297297297,0,0.0,0.0,0.0,0.0,1.0
695105,5137515,0,0,1,135000,1,0,0,3,7.55,27.64,74.35897435897436,0,0.0,0.0,0.0,0.0,1.0
695144,5137516,0,0,1,135000,1,0,0,3,7.55,27.64,70.58823529411765,0,0.0,0.0,0.0,0.0,1.0
695178,5137517,1,0,1,67500,1,1,0,3,0.63,30.56,60.0,0,0.0,0.0,0.0,0.0,1.0
695193,5137518,0,0,4,202500,1,0,0,6,5.8,35.41,0.0,0,0.0,0.0,0.0,1.0,0.0
695199,5137519,1,0,0,126000,1,0,0,1,1.21,56.85,100.0,1,0.0,0.0,0.0,0.0,1.0
695242,5137521,1,0,0,126000,1,0,0,1,1.21,56.85,100.0,1,0.0,0.0,0.0,0.0,1.0
695262,5137524,0,0,0,135000,1,0,0,2,9.64,40.7,89.79591836734694,1,0.0,0.0,0.0,0.0,1.0
695311,5137525,0,0,0,135000,1,0,0,2,9.64,40.7,31.03448275862069,0,0.0,0.0,0.0,0.0,1.0
695340,5137526,0,0,0,135000,1,0,0,2,9.64,40.7,70.96774193548387,0,0.0,0.0,0.0,0.0,1.0
695371,5137527,0,0,0,135000,1,0,0,2,9.64,40.7,73.77049180327869,0,0.0,0.0,0.0,0.0,1.0
695432,5137528,0,0,0,135000,1,0,0,2,9.64,40.7,94.5945945945946,1,0.0,0.0,0.0,0.0,1.0
695469,5137531,0,0,0,135000,1,0,0,2,9.64,40.7,94.5945945945946,1,0.0,0.0,0.0,0.0,1.0
695506,5137532,0,0,0,135000,1,0,0,2,9.64,40.7,65.51724137931035,0,0.0,0.0,0.0,0.0,1.0
695535,5137533,0,0,0,135000,1,0,0,2,9.64,40.7,72.41379310344827,0,0.0,0.0,0.0,0.0,1.0
695564,5137534,0,0,0,135000,1,0,0,2,9.64,40.7,80.0,1,0.0,0.0,0.0,0.0,1.0
695574,5137535,0,0,0,135000,1,0,0,2,9.64,40.7,10.0,0,0.0,0.0,0.0,0.0,1.0
695584,5137537,0,0,0,135000,1,0,0,2,9.64,40.7,0.0,0,0.0,0.0,0.0,0.0,1.0
695585,5137538,0,0,0,157500,1,0,0,2,8.64,51.73,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
695588,5137539,0,0,0,157500,1,0,0,2,8.64,51.73,62.5,0,0.0,0.0,0.0,0.0,1.0
695604,5137540,0,0,0,157500,1,0,0,2,8.64,51.73,89.83050847457628,1,0.0,0.0,0.0,0.0,1.0
695663,5137541,0,0,0,157500,1,0,0,2,8.64,51.73,73.07692307692307,0,0.0,0.0,0.0,0.0,1.0
695689,5137542,0,0,0,157500,1,0,0,2,8.64,51.73,0.0,0,0.0,0.0,0.0,0.0,1.0
695692,5137543,0,0,0,108000,1,1,0,1,23.56,55.7,70.45454545454545,0,0.0,0.0,0.0,0.0,1.0
695736,5139307,1,1,0,180000,0,0,0,2,1.76,27.65,80.0,1,0.0,1.0,0.0,0.0,0.0
695741,5139308,1,1,0,180000,0,0,0,2,1.76,27.65,85.41666666666666,1,0.0,1.0,0.0,0.0,0.0
695789,5139309,1,1,0,180000,0,0,0,2,1.76,27.65,75.0,0,0.0,1.0,0.0,0.0,0.0
695793,5139310,1,1,0,180000,0,0,0,2,1.76,27.65,84.0909090909091,1,0.0,1.0,0.0,0.0,0.0
695837,5139312,1,1,0,180000,0,0,0,2,1.76,27.65,80.0,1,0.0,1.0,0.0,0.0,0.0
695842,5139313,1,1,0,180000,0,0,0,2,1.76,27.65,100.0,1,0.0,1.0,0.0,0.0,0.0
695855,5139314,1,1,0,180000,0,0,0,2,1.76,27.65,80.0,1,0.0,1.0,0.0,0.0,0.0
695860,5139315,1,1,0,180000,0,0,0,2,1.76,27.65,40.0,0,0.0,1.0,0.0,0.0,0.0
695865,5139316,1,1,0,180000,0,0,0,2,1.76,27.65,0.0,0,0.0,1.0,0.0,0.0,0.0
695869,5139317,1,1,0,180000,0,0,0,2,1.76,27.65,46.15384615384615,0,0.0,1.0,0.0,0.0,0.0
695895,5139318,0,1,0,121500,0,0,0,1,0.0,66.39,53.84615384615385,0,0.0,1.0,0.0,0.0,0.0
695921,5139321,0,1,0,121500,0,0,0,1,0.0,66.39,0.0,0,0.0,1.0,0.0,0.0,0.0
695932,5139329,0,0,0,67500,0,0,0,2,3.69,25.54,64.70588235294117,0,0.0,0.0,0.0,0.0,1.0
695966,5139330,0,0,0,67500,0,0,0,2,3.69,25.54,64.70588235294117,0,0.0,0.0,0.0,0.0,1.0
696000,5139331,0,0,0,67500,0,0,0,2,3.69,25.54,100.0,1,0.0,0.0,0.0,0.0,1.0
696034,5139332,0,0,0,67500,0,0,0,2,3.69,25.54,100.0,1,0.0,0.0,0.0,0.0,1.0
696068,5139333,0,0,0,67500,0,0,0,2,3.69,25.54,100.0,1,0.0,0.0,0.0,0.0,1.0
696079,5139352,0,0,1,112500,0,0,0,2,3.85,24.61,31.57894736842105,0,0.0,0.0,0.0,0.0,1.0
696098,5139374,0,1,0,135000,0,0,0,1,9.1,41.9,0.0,0,0.0,0.0,0.0,0.0,1.0
696101,5139375,1,0,0,31531,0,0,0,2,0.0,60.56,54.54545454545454,0,0.0,0.0,0.0,0.0,1.0
696123,5139376,1,0,0,31531,0,0,0,2,0.0,60.56,72.72727272727273,0,0.0,0.0,0.0,0.0,1.0
696145,5139377,1,0,0,31531,0,0,0,2,0.0,60.56,38.095238095238095,0,0.0,0.0,0.0,0.0,1.0
